	ID	Identifier	Title	ApiUrl	RecordCount	ColumnCount
931	931	84361NED	Economische groei; bbp en toegevoegde waarde volumemutaties; nr	https://opendata.cbs.nl/ODataApi/OData/84361NED	30030	5
932	932	84458NED	Inkomensrekening sector huishoudens naar regio; nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84458NED	85	26
933	933	84440NED	Investeringen in vaste activa naar bedrijfstak, regio; nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84440NED	28875	4
934	934	84441NED	Investeringen in vaste activa naar type en regio; nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84441NED	1925	13
935	935	84419NED	Productieproces; bedrijfstak en regio; nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84419NED	51975	12
936	936	84284NED	Toerisme; kernindicatoren, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84284NED	12	15
937	937	84285NED	Toerisme; bestedingen, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84285NED	12	15
938	938	84563NED	Trend van broedvogels: trendbeoordeling	https://opendata.cbs.nl/ODataApi/OData/84563NED	181	3
939	939	82787NED	Rode Lijst Indicator; met uitsterven bedreigde dieren en planten	https://opendata.cbs.nl/ODataApi/OData/82787NED	88	3
940	940	84498NED	Trend van broedvogels: indexcijfers	https://opendata.cbs.nl/ODataApi/OData/84498NED	5611	3
941	941	70262ned	Bodemgebruik; uitgebreide gebruiksvorm, per gemeente	https://opendata.cbs.nl/ODataApi/OData/70262ned	6392	48
942	942	37105	Bodemgebruik; verkorte gebruiksvorm, per provincie, vanaf 1900	https://opendata.cbs.nl/ODataApi/OData/37105	1456	28
943	943	85217NED	Bodemgebruik, wijk- en buurtcijfers 2017	https://opendata.cbs.nl/ODataApi/OData/85217NED	16854	50
944	944	84324NED	Bodemgebruik, wijk- en buurtcijfers 2015	https://opendata.cbs.nl/ODataApi/OData/84324NED	15638	51
945	945	83365NED	Bodemgebruik, wijk- en buurtcijfers 2012	https://opendata.cbs.nl/ODataApi/OData/83365NED	15132	50
946	946	83207NED	Bodemgebruik, wijk- en buurtcijfers 2010	https://opendata.cbs.nl/ODataApi/OData/83207NED	14891	50
947	947	80358ned	Motorvoertuigen; sloop, voertuigtype, brandstofsoort, 2000-2021	https://opendata.cbs.nl/ODataApi/OData/80358ned	176	7
948	948	80359ned	Motorvoertuigen; sloop, gewichtsklasse, 2000-2021	https://opendata.cbs.nl/ODataApi/OData/80359ned	440	4
949	949	80357ned	Motorvoertuigen; sloop, export en overige uitval, leeftijd auto, 2000-2021	https://opendata.cbs.nl/ODataApi/OData/80357ned	220	29
950	950	80360ned	Motorvoertuigen; sloop, export en overige uitval, regio's, 2000-2021	https://opendata.cbs.nl/ODataApi/OData/80360ned	1980	19
951	951	81416ned	Aanvoer, verwerking van afval bij recyclingbedrijven (SBI2008)	https://opendata.cbs.nl/ODataApi/OData/81416ned	11	18
952	952	84970NED	Bedrijfsafval; afvalsoort, bedrijfstak (SBI 2008)	https://opendata.cbs.nl/ODataApi/OData/84970NED	43344	5
953	953	81414ned	Bedrijfsafval; afvalsoort, verwerking, bedrijfstak (SBI 2008), 1994-2019	https://opendata.cbs.nl/ODataApi/OData/81414ned	2967	25
954	954	84971NED	Bedrijfsafval; verwerkingsmethode, bedrijfstak (SBI 2008)	https://opendata.cbs.nl/ODataApi/OData/84971NED	8256	4
955	955	83558NED	Gemeentelijke afvalstoffen; hoeveelheden	https://opendata.cbs.nl/ODataApi/OData/83558NED	812	204
956	956	83452NED	Huishoudelijk afval per gemeente per inwoner	https://opendata.cbs.nl/ODataApi/OData/83452NED	415880	4
957	957	60062	Chemische bestrijding door overheidsinstellingen	https://opendata.cbs.nl/ODataApi/OData/60062	39690	5
958	958	84614NED	Chemische bestrijding door overheidsinstellingen; regionaal 	https://opendata.cbs.nl/ODataApi/OData/84614NED	19110	5
959	959	70150NED	Overheid; alternatieve onkruidbeheersmethoden beplantingen en verhardingen	https://opendata.cbs.nl/ODataApi/OData/70150NED	1512	8
960	960	85218NED	Toepassing van biologische bestrijding in de glastuinbouw	https://opendata.cbs.nl/ODataApi/OData/85218NED	900	10
961	961	84979NED	Emissies broeikasgassen (IPCC); klimaatsector, kwartaal	https://opendata.cbs.nl/ODataApi/OData/84979NED	306	4
962	962	37221	Emissies naar lucht op Nederlands grondgebied; totalen	https://opendata.cbs.nl/ODataApi/OData/37221	648	11
963	963	84735NED	Emissies naar lucht op Nederlands grondgebied; mobiele bronnen	https://opendata.cbs.nl/ODataApi/OData/84735NED	7392	4
964	964	7062	Emissies naar lucht op Nederlands grondgebied; mobiele bronnen, 1990-2018	https://opendata.cbs.nl/ODataApi/OData/7062	609	22
965	965	83390NED	Emissies naar lucht op Nederlands grondgebied; stationaire bronnen	https://opendata.cbs.nl/ODataApi/OData/83390NED	576	11
966	966	7063	Emissies naar lucht op Nederlands grondgebied; wegverkeer	https://opendata.cbs.nl/ODataApi/OData/7063	992	70
967	967	70946ned	Emissies van broeikasgassen berekend volgens IPCC-voorschriften	https://opendata.cbs.nl/ODataApi/OData/70946ned	624	5
968	968	70947ned	Emissies van luchtverontreinigende stoffen volgens NEC-richtlijnen	https://opendata.cbs.nl/ODataApi/OData/70947ned	600	8
969	969	83434NED	Zuivering van stedelijk afvalwater; afzet zuiveringsslib, regio 	https://opendata.cbs.nl/ODataApi/OData/83434NED	4743	17
970	970	83400NED	Zuivering van stedelijk afvalwater; afzet zuiveringsslib, zuiveringstype	https://opendata.cbs.nl/ODataApi/OData/83400NED	5580	17
971	971	83029NED	Zuivering van stedelijk afvalwater; energieproductie en energieverbruik	https://opendata.cbs.nl/ODataApi/OData/83029NED	240	31
972	972	83398NED	Zuivering van stedelijk afvalwater; technische kenmerken installaties	https://opendata.cbs.nl/ODataApi/OData/83398NED	21252	7
973	973	7477	Zuivering van stedelijk afvalwater; per provincie en stroomgebieddistrict	https://opendata.cbs.nl/ODataApi/OData/7477	792	111
974	974	70154ned	Zuivering van stedelijk afvalwater; procesgegevens slibontwatering	https://opendata.cbs.nl/ODataApi/OData/70154ned	341	9
975	975	70153ned	Zuivering van stedelijk afvalwater; procesgegevens slibstabilisatie	https://opendata.cbs.nl/ODataApi/OData/70153ned	651	15
976	976	83399NED	Zuivering van stedelijk afvalwater; procesgegevens afvalwaterbehandeling	https://opendata.cbs.nl/ODataApi/OData/83399NED	6864	57
977	977	71476ned	Zuivering van stedelijk afvalwater; per regionale waterkwaliteitsbeheerder	https://opendata.cbs.nl/ODataApi/OData/71476ned	480	105
978	978	70213ned	Kosten en financiering; natuur- en landschapsbeheer	https://opendata.cbs.nl/ODataApi/OData/70213ned	15	109
979	979	84733NED	Kosten en financiering van het milieubeheer	https://opendata.cbs.nl/ODataApi/OData/84733NED	300	17
980	980	82861NED	Milieukosten en -investeringen; bedrijven met > 10 werknemers; kerncijfers	https://opendata.cbs.nl/ODataApi/OData/82861NED	9	18
981	981	82863NED	Milieukosten en -investeringen van bedrijven	https://opendata.cbs.nl/ODataApi/OData/82863NED	1440	101
982	982	70072ned	Regionale kerncijfers Nederland	https://opendata.cbs.nl/ODataApi/OData/70072ned	21924	308
983	983	85318NED	Kerncijfers wijken en buurten 2022	https://opendata.cbs.nl/ODataApi/OData/85318NED	18003	118
984	984	85039NED	Kerncijfers wijken en buurten 2021	https://opendata.cbs.nl/ODataApi/OData/85039NED	17681	118
985	985	84799NED	Kerncijfers wijken en buurten 2020	https://opendata.cbs.nl/ODataApi/OData/84799NED	17341	118
986	986	84583NED	Kerncijfers wijken en buurten 2019	https://opendata.cbs.nl/ODataApi/OData/84583NED	17114	117
987	987	84286NED	Kerncijfers wijken en buurten 2018	https://opendata.cbs.nl/ODataApi/OData/84286NED	16772	117
988	988	83765NED	Kerncijfers wijken en buurten 2017	https://opendata.cbs.nl/ODataApi/OData/83765NED	16667	109
989	989	83487NED	Kerncijfers wijken en buurten 2016	https://opendata.cbs.nl/ODataApi/OData/83487NED	16194	110
990	990	60039fvw	Maatstaven Financiële-verhoudingswet (Fvw)	https://opendata.cbs.nl/ODataApi/OData/60039fvw	19264	79
991	991	85309NED	Maatstaven gemeentefonds; diverse indicatoren; regio-indeling 2022	https://opendata.cbs.nl/ODataApi/OData/85309NED	346	30
992	992	85052NED	Maatstaven gemeentefonds; diverse indicatoren; regio-indeling 2021	https://opendata.cbs.nl/ODataApi/OData/85052NED	353	30
993	993	84860NED	Maatstaven gemeentefonds; diverse indicatoren; regio-indeling 2020	https://opendata.cbs.nl/ODataApi/OData/84860NED	356	30
994	994	84590NED	Maatstaven gemeentefonds; diverse indicatoren; regio-indeling 2019	https://opendata.cbs.nl/ODataApi/OData/84590NED	356	33
995	995	83997NED	Maatstaven gemeentefonds: Sociaal domein: diverse peildata; regio 2018	https://opendata.cbs.nl/ODataApi/OData/83997NED	381	57
996	996	83718NED	Maatstaven gemeentefonds; Sociaal domein; diverse peildata; regio 2017	https://opendata.cbs.nl/ODataApi/OData/83718NED	389	61
997	997	83440NED	Maatstaven gemeentefonds; Sociaal domein; diverse peildata; regio 2016	https://opendata.cbs.nl/ODataApi/OData/83440NED	391	59
998	998	85067NED	Gebieden in Nederland 2022	https://opendata.cbs.nl/ODataApi/OData/85067NED	345	56
999	999	84929NED	Gebieden in Nederland 2021	https://opendata.cbs.nl/ODataApi/OData/84929NED	352	54
1000	1000	84721NED	Gebieden in Nederland 2020	https://opendata.cbs.nl/ODataApi/OData/84721NED	355	54
1001	1001	84378NED	Gebieden in Nederland 2019	https://opendata.cbs.nl/ODataApi/OData/84378NED	355	52
1002	1002	83859NED	Gebieden in Nederland 2018	https://opendata.cbs.nl/ODataApi/OData/83859NED	380	58
1003	1003	83553NED	Gebieden in Nederland 2017	https://opendata.cbs.nl/ODataApi/OData/83553NED	388	50
1004	1004	83287NED	Gebieden in Nederland 2016	https://opendata.cbs.nl/ODataApi/OData/83287NED	390	54
1005	1005	85210NED	Woonplaatsen in Nederland 2022	https://opendata.cbs.nl/ODataApi/OData/85210NED	2501	8
1006	1006	84992NED	Woonplaatsen in Nederland 2021	https://opendata.cbs.nl/ODataApi/OData/84992NED	2500	8
1007	1007	84734NED	Woonplaatsen in Nederland 2020	https://opendata.cbs.nl/ODataApi/OData/84734NED	2500	8
1008	1008	84489NED	Woonplaatsen in Nederland 2019	https://opendata.cbs.nl/ODataApi/OData/84489NED	2500	8
1009	1009	83958NED	Woonplaatsen in Nederland 2018	https://opendata.cbs.nl/ODataApi/OData/83958NED	2501	8
1010	1010	83689NED	Woonplaatsen in Nederland 2017	https://opendata.cbs.nl/ODataApi/OData/83689NED	2502	8
1011	1011	83409NED	Woonplaatsen in Nederland 2016	https://opendata.cbs.nl/ODataApi/OData/83409NED	2500	8
1012	1012	70739ned	Gebieden; overzicht vanaf 1830	https://opendata.cbs.nl/ODataApi/OData/70739ned	1530	8
1013	1013	85231NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2021	https://opendata.cbs.nl/ODataApi/OData/85231NED	17681	115
1014	1014	84953NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2020	https://opendata.cbs.nl/ODataApi/OData/84953NED	17341	115
1015	1015	84718NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2019	https://opendata.cbs.nl/ODataApi/OData/84718NED	17114	115
1016	1016	84463NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2018	https://opendata.cbs.nl/ODataApi/OData/84463NED	16772	115
1017	1017	84334NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2017	https://opendata.cbs.nl/ODataApi/OData/84334NED	16667	130
1018	1018	83749NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2016	https://opendata.cbs.nl/ODataApi/OData/83749NED	16194	115
1019	1019	83304NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2015	https://opendata.cbs.nl/ODataApi/OData/83304NED	15447	114
1020	1020	82829NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2014	https://opendata.cbs.nl/ODataApi/OData/82829NED	15155	114
1021	1021	82341NED	Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2013	https://opendata.cbs.nl/ODataApi/OData/82341NED	15057	129
1022	1022	80305ned	Nabijheid voorzieningen; afstand locatie, regionale cijfers	https://opendata.cbs.nl/ODataApi/OData/80305ned	8848	127
1023	1023	83523NED	Arbeidsdeelname; provincie, 2003-2022	https://opendata.cbs.nl/ODataApi/OData/83523NED	2016	18
1024	1024	85230NED	Arbeidsdeelname; regionale indeling 2021	https://opendata.cbs.nl/ODataApi/OData/85230NED	126825	19
1025	1025	84961NED	Arbeidsdeelname; regionale indeling 2020	https://opendata.cbs.nl/ODataApi/OData/84961NED	120960	19
1026	1026	83851NED	Mbo; studenten, niveau, leerweg, studierichting, regiokenmerken	https://opendata.cbs.nl/ODataApi/OData/83851NED	1178100	7
1027	1027	83896NED	Mbo; gediplomeerden, niveau, leerweg, studierichting, regiokenmerken	https://opendata.cbs.nl/ODataApi/OData/83896NED	1009800	7
1028	1028	80173ned	VAVO; deelnemers, migratieachtergrond, generatie, woonregio	https://opendata.cbs.nl/ODataApi/OData/80173ned	71280	9
1029	1029	80175ned	VAVO; gediplomeerden, migratieachtergrond, generatie, woonregio	https://opendata.cbs.nl/ODataApi/OData/80175ned	66825	9
1030	1030	80119ned	Vo; examenkandidaten en gediplomeerden, onderwijssoort in detail	https://opendata.cbs.nl/ODataApi/OData/80119ned	1404480	9
1031	1031	80122ned	Vo; examenkandidaten en gediplomeerden, onderwijssoort, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/80122ned	887040	10
1032	1032	80121ned	Vo; examenkandidaten en gediplomeerden, onderwijssoort, regio in detail	https://opendata.cbs.nl/ODataApi/OData/80121ned	1599840	9
1033	1033	80043ned	Vo; leerlingen, onderwijssoort, leerjaar, migratieachtergrond, generatie	https://opendata.cbs.nl/ODataApi/OData/80043ned	772464	29
1034	1034	80040ned	Vo; leerlingen, onderwijssoort in detail, leerjaar	https://opendata.cbs.nl/ODataApi/OData/80040ned	193116	155
1035	1035	80042ned	Vo; leerlingen, onderwijssoort, schoolregio en woonregio in detail	https://opendata.cbs.nl/ODataApi/OData/80042ned	1393194	28
1036	1036	85051NED	Bevolking 15 tot 75 jaar; opleidingsniveau, wijken en buurten, 2020	https://opendata.cbs.nl/ODataApi/OData/85051NED	156069	5
1037	1037	84773NED	Bevolking 15 tot 75 jaar; opleidingsniveau, wijken en buurten, 2019	https://opendata.cbs.nl/ODataApi/OData/84773NED	154026	5
1038	1038	84947NED	Bevolking 15 tot 75 jaar; opleidingsniveau, wijken en buurten, 2013	https://opendata.cbs.nl/ODataApi/OData/84947NED	135513	5
1039	1039	71493ned	Gediplomeerden; leeftijd, onderwijssoort, migratieachtergrond, woonregio	https://opendata.cbs.nl/ODataApi/OData/71493ned	269473050	7
1040	1040	71450ned	Leerlingen en studenten; onderwijssoort, woonregio	https://opendata.cbs.nl/ODataApi/OData/71450ned	259060032	7
1041	1041	83295NED	Leerlingen in (speciaal) basisonderwijs; migratieachtergrond, woonregio	https://opendata.cbs.nl/ODataApi/OData/83295NED	5082	11
1042	1042	83296NED	Leerlingen op speciale scholen; migratieachtergrond, woonregio	https://opendata.cbs.nl/ODataApi/OData/83296NED	20328	8
1043	1043	71478ned	(Speciaal) basisonderwijs en speciale scholen; leerlingen, schoolregio	https://opendata.cbs.nl/ODataApi/OData/71478ned	2214828	6
1044	1044	84780NED	Voortijdig schoolverlaters; geslacht, woonregio	https://opendata.cbs.nl/ODataApi/OData/84780NED	13365	7
1045	1045	83643NED	Kerncijfers gemeentebegrotingen, heffingen per gemeente	https://opendata.cbs.nl/ODataApi/OData/83643NED	64260	5
1046	1046	83616NED	Kerncijfers gemeentebegrotingen, heffingen naar regio en grootteklasse	https://opendata.cbs.nl/ODataApi/OData/83616NED	8645	5
1047	1047	81206NED	Gemeentefinanciën vanaf 1900	https://opendata.cbs.nl/ODataApi/OData/81206NED	121	13
1048	1048	83641NED	Gemeentebegrotingen; baten en lasten naar regio en grootteklasse  	https://opendata.cbs.nl/ODataApi/OData/83641NED	17940	9
1049	1049	83614NED	Gemeentebegrotingen; heffingen naar regio en grootteklasse	https://opendata.cbs.nl/ODataApi/OData/83614NED	5460	5
1050	1050	83642NED	Gemeentebegrotingen; heffingen per gemeente	https://opendata.cbs.nl/ODataApi/OData/83642NED	33936	5
1051	1051	84413NED	Gemeenterekeningen; gemeentelijke taakvelden, gemeentegrootteklasse, regio	https://opendata.cbs.nl/ODataApi/OData/84413NED	11960	9
1052	1052	84415NED	Gemeenterekeningen; gemeentelijke heffingen, gemeentegrootteklasse, regio	https://opendata.cbs.nl/ODataApi/OData/84415NED	3640	5
1053	1053	71231ned	Gemeenterekeningen; balans naar regio en grootteklasse	https://opendata.cbs.nl/ODataApi/OData/71231ned	38675	5
1054	1054	81879NED	Provinciefinanciën vanaf 1900	https://opendata.cbs.nl/ODataApi/OData/81879NED	121	13
1055	1055	83640NED	Provinciebegrotingen; baten en lasten per taakveld	https://opendata.cbs.nl/ODataApi/OData/83640NED	6018	9
1056	1056	7486mfo	Provinciebegrotingen; heffingen	https://opendata.cbs.nl/ODataApi/OData/7486mfo	3808	4
1057	1057	71536ned	Provincierekeningen; balansposten, regio	https://opendata.cbs.nl/ODataApi/OData/71536ned	10115	5
1058	1058	84322NED	Provincierekeningen; baten en lasten per taakveld	https://opendata.cbs.nl/ODataApi/OData/84322NED	4012	9
1059	1059	80889ned	Provincies; tarieven opcenten motorrijtuigenbelasting	https://opendata.cbs.nl/ODataApi/OData/80889ned	276	3
1060	1060	80445ned	Waterschappen; balansposten per waterschap	https://opendata.cbs.nl/ODataApi/OData/80445ned	17408	4
1061	1061	80892ned	Waterschappen; tarieven heffingen	https://opendata.cbs.nl/ODataApi/OData/80892ned	448	16
1062	1062	84926NED	Personen in de schuldsanering op 31 december; regio	https://opendata.cbs.nl/ODataApi/OData/84926NED	14697	3
1063	1063	84924NED	Personen met uitgesproken schuldsanering; jaar uitspraak, regio	https://opendata.cbs.nl/ODataApi/OData/84924NED	14697	3
1064	1064	84928NED	Personen met beëindigde schuldsanering; regio, wijze beëindiging	https://opendata.cbs.nl/ODataApi/OData/84928NED	102879	4
1065	1065	83648NED	Geregistreerde criminaliteit; soort misdrijf, regio	https://opendata.cbs.nl/ODataApi/OData/83648NED	441000	9
1066	1066	83651NED	Geregistreerde diefstallen; diefstallen en verdachten, regio	https://opendata.cbs.nl/ODataApi/OData/83651NED	441000	10
1067	1067	84468NED	Geregistreerde misdrijven; wijken en buurten 2018	https://opendata.cbs.nl/ODataApi/OData/84468NED	16771	31
1068	1068	83901NED	Geregistreerde misdrijven; wijken en buurten 2017	https://opendata.cbs.nl/ODataApi/OData/83901NED	16666	31
1069	1069	83903NED	Geregistreerde misdrijven; wijken en buurten 2016	https://opendata.cbs.nl/ODataApi/OData/83903NED	16193	31
1070	1070	81928NED	Burgers en politie; regio (2012-2019)	https://opendata.cbs.nl/ODataApi/OData/81928NED	4158	75
1071	1071	81924NED	Leefbaarheid en overlast in buurt; regio (2012-2019)	https://opendata.cbs.nl/ODataApi/OData/81924NED	4158	61
1072	1072	82465NED	Ondervonden delicten; regio (2012-2019)	https://opendata.cbs.nl/ODataApi/OData/82465NED	4158	157
1073	1073	81877NED	(On)veiligheidsbeleving; regio (2012-2019)	https://opendata.cbs.nl/ODataApi/OData/81877NED	4158	33
1074	1074	81926NED	Preventie; regio 2012-2019	https://opendata.cbs.nl/ODataApi/OData/81926NED	4158	13
1075	1075	82464NED	Slachtofferschap criminaliteit; regio (2012-2019)	https://opendata.cbs.nl/ODataApi/OData/82464NED	4158	219
1076	1076	81960NED	Verdachten; delictgroep, stedelijkheid buurt en woongemeente	https://opendata.cbs.nl/ODataApi/OData/81960NED	107226	29
1077	1077	85146NED	Sociale veiligheid; regio	https://opendata.cbs.nl/ODataApi/OData/85146NED	879	227
1078	1078	71024ned	Lengte van spoorwegen; spoorwegkenmerken, provincie	https://opendata.cbs.nl/ODataApi/OData/71024ned	6936	5
1079	1079	71531ned	Lengte van vaarwegen; vaarwegkenmerken, provincie	https://opendata.cbs.nl/ODataApi/OData/71531ned	238	41
1080	1080	70806ned	Lengte van wegen; wegkenmerken, regio	https://opendata.cbs.nl/ODataApi/OData/70806ned	260400	4
1081	1081	84713NED	Mobiliteit; per persoon, persoonskenmerken, motieven en regio's	https://opendata.cbs.nl/ODataApi/OData/84713NED	554400	13
1082	1082	84709NED	Mobiliteit; per persoon, persoonskenmerken, vervoerwijzen en regio's	https://opendata.cbs.nl/ODataApi/OData/84709NED	443520	13
1083	1083	84702NED	Mobiliteit; per persoon, verplaatsingskenmerken, reismotieven, regio's 	https://opendata.cbs.nl/ODataApi/OData/84702NED	211200	12
1084	1084	84708NED	Mobiliteit; per persoon, verplaatsingskenmerken, vervoerwijzen en regio's	https://opendata.cbs.nl/ODataApi/OData/84708NED	168960	12
1085	1085	84710NED	Mobiliteit; per persoon, vervoerwijzen, motieven, regio's	https://opendata.cbs.nl/ODataApi/OData/84710NED	42240	12
1086	1086	85055NED	Mobiliteit: per verplaatsing, verplaatsingskenmerken, motieven, regio's	https://opendata.cbs.nl/ODataApi/OData/85055NED	211200	8
1087	1087	85056NED	Mobiliteit; per verplaatsing, verplaatsingskenmerken, vervoerwijzen, regio	https://opendata.cbs.nl/ODataApi/OData/85056NED	168960	8
1088	1088	84711NED	Mobiliteit; per verplaatsing, vervoerwijzen, motieven, regio's	https://opendata.cbs.nl/ODataApi/OData/84711NED	42240	8
1089	1089	84687NED	Totale vervoersprestatie in Nederland; vervoerwijzen, regio's	https://opendata.cbs.nl/ODataApi/OData/84687NED	4224	6
1090	1090	81568NED	Bromfietsen; aantal (per 1000 inwoners), soort voertuig, regio's, 1 januari	https://opendata.cbs.nl/ODataApi/OData/81568NED	29760	5
1091	1091	85239NED	Bedrijfsvoertuigen actief; voertuigkenmerken, regio's, 1 januari	https://opendata.cbs.nl/ODataApi/OData/85239NED	4352	106
1092	1092	81365ned	Bestelauto's; gemiddelde leeftijd, leeftijdsklasse, hoofdgebruiker, regio's	https://opendata.cbs.nl/ODataApi/OData/81365ned	17244	15
1093	1093	7374hvv	Motorvoertuigenpark; inwoners, type, regio, 1 januari	https://opendata.cbs.nl/ODataApi/OData/7374hvv	544	22
1094	1094	37209hvv	Motorvoertuigen; voertuigtype, postcode en regio's, 1 januari	https://opendata.cbs.nl/ODataApi/OData/37209hvv	121770	27
1095	1095	85237NED	Personenauto's actief; voertuigkenmerken, regio's, 1 januari 	https://opendata.cbs.nl/ODataApi/OData/85237NED	568	71
1096	1096	83712NED	Verkeersintensiteit; rijkswegen, regio's	https://opendata.cbs.nl/ODataApi/OData/83712NED	6032	3
1097	1097	82855NED	Verkeersintensiteit; rijkswegen	https://opendata.cbs.nl/ODataApi/OData/82855NED	4992	3
1098	1098	85249NED	Motorvoertuigen actief; sloop, export en overige uitval, regio's	https://opendata.cbs.nl/ODataApi/OData/85249NED	360	19
1099	1099	83488NED	Personen met een rijbewijs; rijbewijscategorie, leeftijd, regio, 1 januari	https://opendata.cbs.nl/ODataApi/OData/83488NED	24453	5
1100	1100	83082NED	Wegvervoer; vervoerd gewicht naar provincie van laden en lossen	https://opendata.cbs.nl/ODataApi/OData/83082NED	663	11
1101	1101	70077NED	Professionele podiumkunsten; capaciteit, voorstellingen, bezoekers, regio	https://opendata.cbs.nl/ODataApi/OData/70077NED	528	21
1102	1102	85296NED	Rijksmonumenten; regio (indeling 2022)	https://opendata.cbs.nl/ODataApi/OData/85296NED	343710	4
1103	1103	82061NED	Hotels; gasten, overnachtingen, woonland, regio 	https://opendata.cbs.nl/ODataApi/OData/82061NED	316651	5
1104	1104	82621NED	Hotels; zakelijke overnachtingen, regio	https://opendata.cbs.nl/ODataApi/OData/82621NED	5191	3
1105	1105	82062NED	Logiesaccommodaties; capaciteit, accommodaties, bedden, regio	https://opendata.cbs.nl/ODataApi/OData/82062NED	10160	28
1106	1106	82059NED	Logiesaccommodaties; gasten, nachten, woonland, logiesvorm, regio	https://opendata.cbs.nl/ODataApi/OData/82059NED	469338	6
1107	1107	84274NED	Schooladvies en herziening advies basisonderwijs; achtergrondkenmerken	https://opendata.cbs.nl/ODataApi/OData/84274NED	3780	11
1108	1108	80120ned	Vo; examenkandidaten en gediplomeerden, onderwijssoort, leeftijd	https://opendata.cbs.nl/ODataApi/OData/80120ned	71280	8
1109	1109	80041ned	Vo; leerlingen, onderwijssoort, leerjaar, leeftijd	https://opendata.cbs.nl/ODataApi/OData/80041ned	75867	27
1110	1110	84754NED	Vo en vso; doorstroom en uitstroom, achtergrondkenmerken	https://opendata.cbs.nl/ODataApi/OData/84754NED	5274720	7
1111	1111	82926NED	Brugklascohorten; hoogst behaald diploma, achtergrondkenmerken	https://opendata.cbs.nl/ODataApi/OData/82926NED	21600	21
1112	1112	83852NED	Mbo; studenten, niveau, leerweg, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83852NED	19635	6
1113	1113	83850NED	Mbo; studenten, niveau, leerweg, studierichting, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83850NED	196350	7
1114	1114	83897NED	Mbo; gediplomeerden, niveau, leerweg, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83897NED	18480	6
1115	1115	83895NED	Mbo; gediplomeerden, niveau, leerweg, studierichting, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83895NED	168300	7
1116	1116	83196NED	Instromers mbo; maatschappelijke positie 1 jaar eerder, persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/83196NED	95040	20
1117	1117	83197NED	Instromers mbo; bedrijfstakken 1 jaar eerder	https://opendata.cbs.nl/ODataApi/OData/83197NED	21384	20
1118	1118	84553NED	Mbo; doorstroom en uitstroom, achtergrondkenmerken	https://opendata.cbs.nl/ODataApi/OData/84553NED	6781320	8
1119	1119	83894NED	Ho; gediplomeerden, soort diploma, opleidingsvorm, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83894NED	18810	7
1120	1120	83893NED	Ho; gediplomeerden, soort diploma, studierichting, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83893NED	186516	7
1121	1121	83538NED	Hoger onderwijs; eerste- en ouderejaarsstudenten, studierichting	https://opendata.cbs.nl/ODataApi/OData/83538NED	186516	8
1122	1122	83539NED	Hoger onderwijs; eerstejaarsstudenten, onderwijssoort en opleidingsfase	https://opendata.cbs.nl/ODataApi/OData/83539NED	150282	7
1123	1123	83540NED	Hoger onderwijs; ingeschrevenen, onderwijssoort, opleidingsfase en -vorm	https://opendata.cbs.nl/ODataApi/OData/83540NED	26136	7
1124	1124	85124NED	Hoger onderwijs; internationale studenten, nationaliteit	https://opendata.cbs.nl/ODataApi/OData/85124NED	10506	4
1125	1125	85125NED	Hoger onderwijs; internationale studenten, onderwijskenmerken	https://opendata.cbs.nl/ODataApi/OData/85125NED	16524	9
1126	1126	83286NED	Hbo-cohorten; eerste hbo-diploma, studierichting	https://opendata.cbs.nl/ODataApi/OData/83286NED	381510	15
1127	1127	83282NED	Ho-cohorten; behaalde hbo- en wo-diploma's	https://opendata.cbs.nl/ODataApi/OData/83282NED	3888	24
1128	1128	83285NED	Wo-cohorten; eerste wo-diploma, studierichting	https://opendata.cbs.nl/ODataApi/OData/83285NED	228906	15
1129	1129	83305NED	Wo-cohorten; hoogst behaalde wo-diploma, vooropleiding	https://opendata.cbs.nl/ODataApi/OData/83305NED	5832	21
1130	1130	83966NED	Wetenschappelijk onderwijs; promoties, studierichting	https://opendata.cbs.nl/ODataApi/OData/83966NED	180	4
