	ID	Identifier	Title	ApiUrl	RecordCount	ColumnCount
0	0	84669NED	Banen van werknemers; internationaliseringskenmerken van bedrijven, '10-'18	https://opendata.cbs.nl/ODataApi/OData/84669NED	304128	10
1	1	83583NED	Banen van werknemers; bedrijfsgrootte en economische activiteit (SBI2008) 	https://opendata.cbs.nl/ODataApi/OData/83583NED	8184	4
2	2	83582NED	Banen van werknemers in december; economische activiteit (SBI2008), regio	https://opendata.cbs.nl/ODataApi/OData/83582NED	172480	4
3	3	83628NED	Banen van werknemers naar woon- en werkregio	https://opendata.cbs.nl/ODataApi/OData/83628NED	1586032	5
4	4	83658NED	Banen van werknemers; geslacht, leeftijd, woon- en werkregio's	https://opendata.cbs.nl/ODataApi/OData/83658NED	1270500	7
5	5	84826NED	Ontslagen werknemers door faillissement; geslacht, leeftijd, bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/84826NED	2232	5
6	6	83257NED	Instromers flexibele schil; baan- en bedrijfskenmerken, 2007-2017	https://opendata.cbs.nl/ODataApi/OData/83257NED	38148	7
7	7	83255NED	Instromers flexibele schil; persoonskenmerken, 2007-2017	https://opendata.cbs.nl/ODataApi/OData/83255NED	43758	8
8	8	83256NED	Instromers flexibele schil; woonregio, 2007-2017	https://opendata.cbs.nl/ODataApi/OData/83256NED	74052	7
9	9	83599NED	Openstaande vacatures; SBI 2008, regio	https://opendata.cbs.nl/ODataApi/OData/83599NED	18768	4
10	10	85081NED	Ontstane vacatures; beroepenindeling ROA-CBS 2014 (BRC 2014), SBI 2008	https://opendata.cbs.nl/ODataApi/OData/85081NED	7752	4
11	11	80472ned	Vacatures; SBI 2008; naar economische activiteit en bedrijfsgrootte	https://opendata.cbs.nl/ODataApi/OData/80472ned	7366	5
12	12	80473ned	Vacatures;SBI2008;particuliere bedrijven	https://opendata.cbs.nl/ODataApi/OData/80473ned	2540	5
13	13	80474ned	Vacatures; seizoengecorrigeerd, SBI2008	https://opendata.cbs.nl/ODataApi/OData/80474ned	2346	3
14	14	84545NED	Vacatures; stroomcijfers, seizoengecorrigeerd	https://opendata.cbs.nl/ODataApi/OData/84545NED	102	4
15	15	80567ned	Vacatures; vacaturegraad naar SBI 2008	https://opendata.cbs.nl/ODataApi/OData/80567ned	2448	3
16	16	80857ned	Vacatures (openstaande, ontstane en vervulde); overheid en onderwijs	https://opendata.cbs.nl/ODataApi/OData/80857ned	1143	5
17	17	84287NED	Vacature-indicator	https://opendata.cbs.nl/ODataApi/OData/84287NED	1184	3
18	18	84164NED	Arbeidsvolume; bedrijfstak, geslacht, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84164NED	24300	8
19	19	85160NED	Arbeidsverleden bevolking afgelopen 4 jaar, regio (indeling 2021)	https://opendata.cbs.nl/ODataApi/OData/85160NED	2747880	26
20	20	84960NED	Arbeidsverleden bevolking afgelopen 4 jaar, regio(indeling 2020), 2004-2019	https://opendata.cbs.nl/ODataApi/OData/84960NED	2603520	26
21	21	84166NED	Arbeidsvolume; bedrijfstak, kwartalen, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84166NED	6576	13
22	22	84310NED	Arbeidsvolume; kwartalen, geslacht, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84310NED	558	13
23	23	81431ned	Werkgelegenheid; banen, lonen, arbeidsduur, SBI2008; kerncijfers	https://opendata.cbs.nl/ODataApi/OData/81431ned	12180	16
24	24	83451NED	Werkgelegenheid; banen, lonen, SBI2008 per maand	https://opendata.cbs.nl/ODataApi/OData/83451NED	132066	9
25	25	81462ned	Werkgelegenheid; geslacht, dienstverband, bedrijfsgrootte, cao-sector	https://opendata.cbs.nl/ODataApi/OData/81462ned	2016	18
26	26	81432ned	Werkgelegenheid; geslacht, dienstverband, bedrijfsgrootte, SBI2008	https://opendata.cbs.nl/ODataApi/OData/81432ned	14616	18
27	27	81463ned	Werkgelegenheid; geslacht, dienstverband, kenmerken baan, cao-sector	https://opendata.cbs.nl/ODataApi/OData/81463ned	10080	18
28	28	81433ned	Werkgelegenheid; geslacht, dienstverband, kenmerken baan, SBI2008	https://opendata.cbs.nl/ODataApi/OData/81433ned	73080	18
29	29	81464ned	Werkgelegenheid; geslacht, dienstverband, kenmerken werknemer, cao-sector	https://opendata.cbs.nl/ODataApi/OData/81464ned	9576	18
30	30	81434ned	Werkgelegenheid; geslacht, dienstverband, kenmerken werknemer, SBI2008	https://opendata.cbs.nl/ODataApi/OData/81434ned	69426	18
31	31	84750NED	Werknemers geboren in buitenland; wel/niet ingezeten, persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/84750NED	26528040	7
32	32	85264NED	Arbeidsdeelname; kerncijfers	https://opendata.cbs.nl/ODataApi/OData/85264NED	16215	28
33	33	85224NED	Arbeidsdeelname; kerncijfers seizoengecorrigeerd	https://opendata.cbs.nl/ODataApi/OData/85224NED	94	36
34	34	83752NED	Arbeidsdeelname, vanaf 1969	https://opendata.cbs.nl/ODataApi/OData/83752NED	1272	11
35	35	85262NED	Arbeidsdeelname; binding met de arbeidsmarkt	https://opendata.cbs.nl/ODataApi/OData/85262NED	9165	30
36	36	85265NED	Arbeidsdeelname; migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/85265NED	13959	28
37	37	85266NED	Arbeidsdeelname; onderwijsniveau	https://opendata.cbs.nl/ODataApi/OData/85266NED	22842	28
38	38	85267NED	Arbeidsdeelname; ouderen	https://opendata.cbs.nl/ODataApi/OData/85267NED	3384	27
39	39	82919NED	Arbeidsdeelname; paren	https://opendata.cbs.nl/ODataApi/OData/82919NED	4464	50
40	40	82956NED	Arbeidsdeelname; positie in het huishouden	https://opendata.cbs.nl/ODataApi/OData/82956NED	27621	28
41	41	85268NED	Arbeidsdeelname; provincie	https://opendata.cbs.nl/ODataApi/OData/85268NED	987	18
42	42	85269NED	Arbeidsdeelname; regionale indeling 2021	https://opendata.cbs.nl/ODataApi/OData/85269NED	60075	19
43	43	85270NED	Arbeidsdeelname; startkwalificatie	https://opendata.cbs.nl/ODataApi/OData/85270NED	30456	29
44	44	85175NED	Arbeidsdeelname; wijken en buurten, 2020	https://opendata.cbs.nl/ODataApi/OData/85175NED	468207	10
45	45	85118NED	Arbeidsdeelname; wijken en buurten, 2019	https://opendata.cbs.nl/ODataApi/OData/85118NED	462078	10
46	46	85271NED	Beroeps- en niet-beroepsbevolking; gemiddeld inkomen en arbeidspositie	https://opendata.cbs.nl/ODataApi/OData/85271NED	12768	11
47	47	83066NED	Arbeidsdeelname; wisselingen arbeidspositie per kwartaal en jaar	https://opendata.cbs.nl/ODataApi/OData/83066NED	106596	6
48	48	83161NED	Arbeidsdeelname; wisseling arbeidspositie niet-beroepsbevolking	https://opendata.cbs.nl/ODataApi/OData/83161NED	68432	6
49	49	82848NED	Arbeidsdeelname; wisselingen arbeidspositie na drie maanden, per maand	https://opendata.cbs.nl/ODataApi/OData/82848NED	3776	7
50	50	85154NED	Startende zelfstandigen; loopbaan	https://opendata.cbs.nl/ODataApi/OData/85154NED	25851210	8
51	51	85152NED	Startende zelfstandigen; positie jaar eerder, SBI 2008, kenmerken	https://opendata.cbs.nl/ODataApi/OData/85152NED	2176944	7
52	52	85153NED	Stoppende zelfstandigen; positie bij uitstroom, SBI 2008, kenmerken	https://opendata.cbs.nl/ODataApi/OData/85153NED	2176944	7
53	53	83522NED	Werknemer; wisseling van werkgever 	https://opendata.cbs.nl/ODataApi/OData/83522NED	23688	5
54	54	83120NED	Werkzame beroepsbevolking; wisseling van beroepsklasse	https://opendata.cbs.nl/ODataApi/OData/83120NED	6580	4
55	55	83119NED	Werkzame beroepsbevolking; wisseling van beroepsniveau 	https://opendata.cbs.nl/ODataApi/OData/83119NED	55272	5
56	56	80590ned	Arbeidsdeelname en werkloosheid per maand 	https://opendata.cbs.nl/ODataApi/OData/80590ned	3996	17
57	57	85312NED	Werkloze beroepsbevolking; werkloosheidsduur, persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/85312NED	10716	4
58	58	85273NED	Werknemers; combibanen	https://opendata.cbs.nl/ODataApi/OData/85273NED	80370	6
59	59	83441NED	Werknemers; mate van overwerken	https://opendata.cbs.nl/ODataApi/OData/83441NED	28350	6
60	60	83685NED	Werkzame beroepsbevolking; arbeidspositie partner, inkomen en kenmerken	https://opendata.cbs.nl/ODataApi/OData/83685NED	94770	11
61	61	85274NED	Werkzame beroepsbevolking; anciënniteit	https://opendata.cbs.nl/ODataApi/OData/85274NED	3807	17
62	62	85275NED	Werkzame beroepsbevolking; arbeidsduur	https://opendata.cbs.nl/ODataApi/OData/85275NED	2961	13
63	63	85272NED	Werkzame beroepsbevolking; bedrijf	https://opendata.cbs.nl/ODataApi/OData/85272NED	246609	5
64	64	85276NED	Werkzame beroepsbevolking; beroep	https://opendata.cbs.nl/ODataApi/OData/85276NED	834156	5
65	65	85277NED	Werkzame beroepsbevolking; gemiddeld inkomen	https://opendata.cbs.nl/ODataApi/OData/85277NED	75264	11
66	66	82917NED	Werkzame beroepsbevolking; meer of minder willen werken, 2003-2021	https://opendata.cbs.nl/ODataApi/OData/82917NED	1617084	7
67	67	85278NED	Werkzame beroepsbevolking; positie in de werkkring	https://opendata.cbs.nl/ODataApi/OData/85278NED	42864	5
68	68	82646NED	Werkzame beroepsbevolking; positie in de werkkring, 2003-2022	https://opendata.cbs.nl/ODataApi/OData/82646NED	120384	5
69	69	83258NED	Werkzame beroepsbevolking; thuiswerken, 2013-2020	https://opendata.cbs.nl/ODataApi/OData/83258NED	50112	6
70	70	82918NED	Werkzame beroepsbevolking; werkadres, 2010-2020	https://opendata.cbs.nl/ODataApi/OData/82918NED	68904	6
71	71	83259NED	Werkzame beroepsbevolking; werken buiten kantoortijden, 2003-2020	https://opendata.cbs.nl/ODataApi/OData/83259NED	4511052	7
72	72	85077NED	Zelfstandigen; persoonskenmerken en bedrijfstak (SBI 2008)	https://opendata.cbs.nl/ODataApi/OData/85077NED	388740	6
73	73	83294NED	Arbeidsdeelname; kerncijfers geboortegeneratie vanaf 1910 tot 1915	https://opendata.cbs.nl/ODataApi/OData/83294NED	3420	24
74	74	82433NED	Arbeidsparticipatie personen en partner; geboortegeneratie vanaf 1925-1929	https://opendata.cbs.nl/ODataApi/OData/82433NED	1350	27
75	75	82837NED	Hoogst behaald onderwijsniveau, -richting personen; geboortegeneratie	https://opendata.cbs.nl/ODataApi/OData/82837NED	2016	11
76	76	85292NED	Arbeidskosten; bedrijfsgrootte, bedrijfstak SBI2008, 2020	https://opendata.cbs.nl/ODataApi/OData/85292NED	203	7
77	77	85293NED	Arbeidskosten; structuur arbeidskosten, bedrijfsklasse SBI2008, 2020	https://opendata.cbs.nl/ODataApi/OData/85293NED	112	12
78	78	85291NED	Arbeidskosten; structuur arbeidskosten, -duur, bedrijfstak SBI2008, 2020	https://opendata.cbs.nl/ODataApi/OData/85291NED	29	28
79	79	84155NED	Arbeidskosten; structuur arbeidskosten, bedrijfstak SBI2008	https://opendata.cbs.nl/ODataApi/OData/84155NED	116	9
80	80	84183NED	Prijs van arbeid; index 2015=100; nationale rekeningen 	https://opendata.cbs.nl/ODataApi/OData/84183NED	1992	7
81	81	84165NED	Beloning en arbeidsvolume van werknemers; bedrijfstak, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84165NED	2700	38
82	82	84163NED	Beloning en arbeidsvolume van werknemers; kwartalen, nationale rekeningen	https://opendata.cbs.nl/ODataApi/OData/84163NED	2192	34
83	83	81901NED	Beloningsverschillen tussen mannen en vrouwen; kenmerken baan, werknemer	https://opendata.cbs.nl/ODataApi/OData/81901NED	338	3
84	84	81920NED	Beloningsverschillen tussen mannen en vrouwen; bedrijfstakken (SBI 2008)	https://opendata.cbs.nl/ODataApi/OData/81920NED	377	3
85	85	82838NED	Cao-lonen, contractuele loonkosten en arbeidsduur; indexcijfers (2010=100)	https://opendata.cbs.nl/ODataApi/OData/82838NED	104832	19
86	86	81486ned	Werkgelegenheid en minimumloon; kenmerken baan, cao-sector	https://opendata.cbs.nl/ODataApi/OData/81486ned	1008	17
87	87	81405ned	Werkgelegenheid en minimumloon; kenmerken baan, bedrijfsgrootte, SBI2008	https://opendata.cbs.nl/ODataApi/OData/81405ned	7308	17
88	88	81487ned	Werkgelegenheid en minimumloon; kenmerken werknemer, cao-sector	https://opendata.cbs.nl/ODataApi/OData/81487ned	960	17
89	89	81406ned	Werkgelegenheid en minimumloon; kenmerken werknemer, SBI2008	https://opendata.cbs.nl/ODataApi/OData/81406ned	6960	17
90	90	84531NED	VSV; arbeidskenmerken na verlaten onderwijs	https://opendata.cbs.nl/ODataApi/OData/84531NED	508032	10
91	91	84530NED	VSV; arbeidsmarktpositie na verlaten onderwijs	https://opendata.cbs.nl/ODataApi/OData/84530NED	254016	10
92	92	84533NED	VSV met werk; bedrijfstak na verlaten onderwijs	https://opendata.cbs.nl/ODataApi/OData/84533NED	1088640	10
93	93	84532NED	VSV; uitkeringen na verlaten onderwijs	https://opendata.cbs.nl/ODataApi/OData/84532NED	399168	10
94	94	84534NED	VSV werkzaam als werknemers; uurloon na verlaten onderwijs	https://opendata.cbs.nl/ODataApi/OData/84534NED	136080	9
95	95	85214NED	Arbeidsmarktsituatie jongeren (15 tot 27 jaar); regio (indeling 2021)	https://opendata.cbs.nl/ODataApi/OData/85214NED	1150848	7
96	96	84973NED	Arbeidsmarktsituatie jongeren (15 tot 27 jaar); persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/84973NED	163296	8
97	97	84972NED	Arbeidsmarktsituatie jongeren (15 tot 27 jaar); regio (indeling 2020)	https://opendata.cbs.nl/ODataApi/OData/84972NED	1086210	7
98	98	83930NED	Niet-werkzame bevolking; arbeidsbelemmering door langdurige ziekte	https://opendata.cbs.nl/ODataApi/OData/83930NED	3420	5
99	99	84031NED	Arbeidsongevallen 4 dagen verzuim of meer; werknemers, bedrijfskenmerken	https://opendata.cbs.nl/ODataApi/OData/84031NED	756	4
100	100	84030NED	Arbeidsongevallen 4 dagen verzuim of meer; werknemers, kenmerken ongeval	https://opendata.cbs.nl/ODataApi/OData/84030NED	924	4
101	101	83158NED	Arbeidsongevallen werknemers; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83158NED	240	10
102	102	84433NED	Arbeidsongevallen werknemers; beroep	https://opendata.cbs.nl/ODataApi/OData/84433NED	1200	10
103	103	83052NED	Arbeidsongevallen werknemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83052NED	168	11
104	104	83053NED	Arbeidsongevallen werknemers; migratieachtergrond en arbeidsduur	https://opendata.cbs.nl/ODataApi/OData/83053NED	104	10
105	105	83731NED	Arbeidsongevallen zelfstandig ondernemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83731NED	84	11
106	106	83732NED	Arbeidsongevallen zelfstandig ondernemers; type ondernemer	https://opendata.cbs.nl/ODataApi/OData/83732NED	20	10
107	107	83156NED	Duurzame inzetbaarheid werknemers; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83156NED	416	10
108	108	84434NED	Duurzame inzetbaarheid werknemers; beroep	https://opendata.cbs.nl/ODataApi/OData/84434NED	1200	10
109	109	83054NED	Duurzame inzetbaarheid werknemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83054NED	168	11
110	110	83055NED	Duurzame inzetbaarheid werkn.; migratieachtergrond en arbeidsbelemmeringen 	https://opendata.cbs.nl/ODataApi/OData/83055NED	128	10
111	111	83733NED	Duurzame inzetbaarheid zelfstandig ondernemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83733NED	84	9
112	112	83734NED	Duurzame inzetbaarheid zelfstandig ondernemers; type ondernemer	https://opendata.cbs.nl/ODataApi/OData/83734NED	20	8
113	113	83159NED	Fysieke arbeidsbelasting werknemers; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83159NED	416	24
114	114	84435NED	Fysieke arbeidsbelasting werknemers; beroep	https://opendata.cbs.nl/ODataApi/OData/84435NED	1200	24
115	115	83044NED	Fysieke arbeidsbelasting werknemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83044NED	168	25
116	116	83045NED	Fysieke arbeidsbelasting werkn.; migratieachtergrond, arbeidsbelemmeringen 	https://opendata.cbs.nl/ODataApi/OData/83045NED	128	24
117	117	83735NED	Fysieke arbeidsbelasting zelfstandig ondernemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83735NED	84	25
118	118	83736NED	Fysieke arbeidsbelasting zelfstandig ondernemers; type ondernemer	https://opendata.cbs.nl/ODataApi/OData/83736NED	20	24
119	119	83157NED	Psychosociale arbeidsbelasting (PSA) werknemers; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83157NED	416	28
120	120	84436NED	Psycho-sociale arbeidsbelasting werknemers; beroep	https://opendata.cbs.nl/ODataApi/OData/84436NED	1200	28
121	121	83050NED	Psychosociale arbeidsbelasting werkn.; migratieachtergr., arbeidsbelem. 	https://opendata.cbs.nl/ODataApi/OData/83050NED	128	28
122	122	83049NED	Psychosociale arbeidsbelasting (PSA) werknemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83049NED	168	29
123	123	83234NED	Psychosociale arbeidsbelasting zelfstandig ondernemers; geslacht, leeftijd	https://opendata.cbs.nl/ODataApi/OData/83234NED	84	24
124	124	83235NED	Psychosociale arbeidsbelasting zelfstandig ondernemers; type ondernemer    	https://opendata.cbs.nl/ODataApi/OData/83235NED	20	23
125	125	70061ned	Historie leden vakverenigingen	https://opendata.cbs.nl/ODataApi/OData/70061ned	118	10
126	126	71097ned	Historie werkstakingen	https://opendata.cbs.nl/ODataApi/OData/71097ned	121	4
127	127	80598ned	Leden van vakverenigingen; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/80598ned	1620	6
128	128	84376NED	Werkstakingen: geschillen, verloren arbeidsdagen, werknemers; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/84376NED	713	5
129	129	60061ned	Werkstakingen: geschillen, verloren arbeidsdagen, werknemers; kenmerken	https://opendata.cbs.nl/ODataApi/OData/60061ned	575	5
130	130	80072ned	Ziekteverzuimpercentage; bedrijfstakken (SBI 2008) en bedrijfsgrootte	https://opendata.cbs.nl/ODataApi/OData/80072ned	5148	3
131	131	83415NED	Ziekteverzuim volgens werknemers; arbeidsomstandigheden 	https://opendata.cbs.nl/ODataApi/OData/83415NED	8	80
132	132	83130NED	Ziekteverzuim volgens werknemers; bedrijfstak en vestigingsgrootte	https://opendata.cbs.nl/ODataApi/OData/83130NED	336	13
133	133	84437NED	Ziekteverzuim volgens werknemers; beroep	https://opendata.cbs.nl/ODataApi/OData/84437NED	1200	14
134	134	83056NED	Ziekteverzuim volgens werknemers; geslacht en leeftijd	https://opendata.cbs.nl/ODataApi/OData/83056NED	168	15
135	135	83057NED	Ziekteverzuim volgens werknemers; migratieachtergrond en onderwijsniveau	https://opendata.cbs.nl/ODataApi/OData/83057NED	120	14
136	136	84864NED	Aanspraken verzekerd partnerpensioen; pensioenuitvoerders, -regelingen	https://opendata.cbs.nl/ODataApi/OData/84864NED	320	9
137	137	84184NED	Arbeidsgerelateerd ouderdomspensioen; aanspraken, uitvoerders, regelingen	https://opendata.cbs.nl/ODataApi/OData/84184NED	400	7
138	138	85167NED	Opgebouwde AOW-rechten; geslacht, leeftijd en burgerlijke staat 	https://opendata.cbs.nl/ODataApi/OData/85167NED	41472	7
139	139	71093ned	Opgebouwde AOW-rechten van personen tussen de 15 en 70 jaar	https://opendata.cbs.nl/ODataApi/OData/71093ned	86832	7
140	140	84326NED	Personen met pensioenaanspraken; persoonsgegevens, aanspraken	https://opendata.cbs.nl/ODataApi/OData/84326NED	6720	8
141	141	84865NED	Personen met aanspraken verzekerd partnerpensioen; persoonsgegevens	https://opendata.cbs.nl/ODataApi/OData/84865NED	5376	10
142	142	82020NED	Bijstand; bijstandsvorderingen naar ontstaansgrond en regio	https://opendata.cbs.nl/ODataApi/OData/82020NED	379176	5
143	143	84511NED	Personen met re-integratie-/participatievoorzieningen; persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/84511NED	502740	7
144	144	84510NED	Re-integratie-/participatievoorzieningen; type, status voorziening en regio	https://opendata.cbs.nl/ODataApi/OData/84510NED	2519286	5
145	145	82015NED	Bijstandsuitkeringen; uitkeringsgrondslag, regio's	https://opendata.cbs.nl/ODataApi/OData/82015NED	223146	7
146	146	83963NED	Personen met arbeidsongeschiktheidsuitkering; leeftijd, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83963NED	864	3
147	147	84943NED	Personen met AOW-uitkering; geslacht, leeftijd en migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/84943NED	1380	3
148	148	82666NED	Personen met bijstand; duur van de beëindigde uitkeringssituatie	https://opendata.cbs.nl/ODataApi/OData/82666NED	13440	6
149	149	82663NED	Personen met bijstand; duur van de lopende uitkeringssituatie	https://opendata.cbs.nl/ODataApi/OData/82663NED	54720	6
150	150	82662NED	Personen met bijstand; (her)instroom en uitstroom	https://opendata.cbs.nl/ODataApi/OData/82662NED	6840	7
151	151	82016NED	Personen met bijstand; persoonskenmerken	https://opendata.cbs.nl/ODataApi/OData/82016NED	1860	5
152	152	85042NED	Personen met een uitkering; soort uitkering, wijken en buurten 2021	https://opendata.cbs.nl/ODataApi/OData/85042NED	70732	17
153	153	84897NED	Personen met een uitkering; soort uitkering, wijken en buurten 2020	https://opendata.cbs.nl/ODataApi/OData/84897NED	69372	17
154	154	84692NED	Personen met een uitkering; soort uitkering, wijken en buurten 2019	https://opendata.cbs.nl/ODataApi/OData/84692NED	68464	17
155	155	84417NED	Personen met een uitkering; soort uitkering, wijken en buurten 2018	https://opendata.cbs.nl/ODataApi/OData/84417NED	67096	17
156	156	83759NED	Personen met een uitkering; soort uitkering, wijken en buurten 2017	https://opendata.cbs.nl/ODataApi/OData/83759NED	66676	17
157	157	83577NED	Personen met een uitkering; soort uitkering, wijken en buurten 2016	https://opendata.cbs.nl/ODataApi/OData/83577NED	64784	17
158	158	83173NED	Personen met een uitkering; soort uitkering, wijken en buurten 2015	https://opendata.cbs.nl/ODataApi/OData/83173NED	61796	17
159	159	83483NED	Personen met WW-uitkering; geslacht, leeftijd, migratieachtergrond	https://opendata.cbs.nl/ODataApi/OData/83483NED	1026	3
160	160	82316NED	Personen met WW-uitkering; peilmoment baansituatie en WW-situatie 	https://opendata.cbs.nl/ODataApi/OData/82316NED	25920	9
161	161	84556NED	Personen met WW-uitkering, seizoengecorrigeerd; persoonskenmerken en regio	https://opendata.cbs.nl/ODataApi/OData/84556NED	1046520	7
162	162	83426NED	Personen met een uitkering; uitkeringsontvangers per uitkeringssoort	https://opendata.cbs.nl/ODataApi/OData/83426NED	180	17
163	163	83427NED	Personen met een uitkering; kenmerken uitkeringsontvangers	https://opendata.cbs.nl/ODataApi/OData/83427NED	45900	17
164	164	80794ned	Personen met een uitkering; uitkeringsontvangers per regio	https://opendata.cbs.nl/ODataApi/OData/80794ned	102780	14
165	165	37789ksz	Sociale zekerheid; kerncijfers, uitkeringen naar uitkeringssoort	https://opendata.cbs.nl/ODataApi/OData/37789ksz	319	19
166	166	03763	Tijdreeksen sociale zekerheid	https://opendata.cbs.nl/ODataApi/OData/03763	94	23
167	167	85168NED	Arbeidsongeschiktheidsuitkeringen per wet; kenmerken uitkering	https://opendata.cbs.nl/ODataApi/OData/85168NED	1872	5
168	168	85141NED	Sociale beschermingsuitkeringen; functies, natura of geld, toetsing	https://opendata.cbs.nl/ODataApi/OData/85141NED	25	14
169	169	81589NED	Bedrijven; bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/81589NED	93681	15
170	170	83147NED	Bedrijven; fusies en overnames, bedrijfsgrootte, rechtsvorm, bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83147NED	30877	12
171	171	81588NED	Bedrijven; bedrijfsgrootte en rechtsvorm	https://opendata.cbs.nl/ODataApi/OData/81588NED	25263	34
172	172	83149NED	Bedrijven; opheffingen, bedrijfsgrootte, rechtsvorm, bedrijfstak	https://opendata.cbs.nl/ODataApi/OData/83149NED	30877	12
173	173	83148NED	Bedrijven; oprichtingen, bedrijfsgrootte, rechtsvorm, bedrijfstak 	https://opendata.cbs.nl/ODataApi/OData/83148NED	30877	12
174	174	83328NED	Bedrijven; snelle groeiers, bedrijfsgrootte, rechtsvorm, bedrijfstak 	https://opendata.cbs.nl/ODataApi/OData/83328NED	1560	8
175	175	85200NED	Bedrijvendemografie, Europese norm; bedrijfsgrootte, bedrijfstak SBI2008	https://opendata.cbs.nl/ODataApi/OData/85200NED	20000	27
176	176	85201NED	Bedrijvendemografie, Europese norm; rechtsvorm, SBI2008	https://opendata.cbs.nl/ODataApi/OData/85201NED	16000	12
177	177	85208NED	Snelle groeiers, Europese norm; SBI2008	https://opendata.cbs.nl/ODataApi/OData/85208NED	3090	4
178	178	85204NED	Werkgeversdemografie, Europese norm; bedrijfsgrootte, SBI2008	https://opendata.cbs.nl/ODataApi/OData/85204NED	16000	27
179	179	85206NED	Werkgeversdemografie, Europese norm; rechtsvorm, SBI2008	https://opendata.cbs.nl/ODataApi/OData/85206NED	16000	12
180	180	82242NED	Faillissementen; kerncijfers	https://opendata.cbs.nl/ODataApi/OData/82242NED	2828	3
181	181	84034NED	Faillissementen; bedrijfsleeftijd en werkzame personen	https://opendata.cbs.nl/ODataApi/OData/84034NED	2331	6
182	182	82522NED	Faillissementen; bedrijven en instellingen, regio	https://opendata.cbs.nl/ODataApi/OData/82522NED	41580	4
183	183	82244NED	Faillissementen; bedrijven en instellingen, SBI 2008	https://opendata.cbs.nl/ODataApi/OData/82244NED	257796	4
184	184	84954NED	Faillissementen; bedrijven en instellingen, SBI 2008, week	https://opendata.cbs.nl/ODataApi/OData/84954NED	13659	4
185	185	83719NED	Faillissementen; natuurlijke personen, leeftijd	https://opendata.cbs.nl/ODataApi/OData/83719NED	5868	4
186	186	82243NED	Faillissementen; natuurlijke personen, regio	https://opendata.cbs.nl/ODataApi/OData/82243NED	41580	4
187	187	83085NED	Faillissementen, zittingsdaggecorrigeerd	https://opendata.cbs.nl/ODataApi/OData/83085NED	2828	3
188	188	81996NED	Vestigingen van bedrijven; zeggenschap, bedrijfstak, regio	https://opendata.cbs.nl/ODataApi/OData/81996NED	16940	5
189	189	81578NED	Vestigingen van bedrijven; bedrijfstak, regio	https://opendata.cbs.nl/ODataApi/OData/81578NED	2616320	4
190	190	81575NED	Vestigingen van bedrijven; bedrijfstak, gemeente	https://opendata.cbs.nl/ODataApi/OData/81575NED	212608	4
191	191	83635NED	Vestigingen van bedrijven; opheffingen, bedrijfstak, regio	https://opendata.cbs.nl/ODataApi/OData/83635NED	125775	4
192	192	83631NED	Vestigingen van bedrijven; oprichtingen, bedrijfstak, regio	https://opendata.cbs.nl/ODataApi/OData/83631NED	127710	4
193	193	81644NED	Vestigingen van bedrijven; grootte, rechtsvorm, bedrijfstak, regio	https://opendata.cbs.nl/ODataApi/OData/81644NED	20020	12
194	194	84142NED	Bedrijfsleven; conjunctuurbeeld per bedrijfstak, SBI 2008	https://opendata.cbs.nl/ODataApi/OData/84142NED	2592	26
195	195	84343NED	Conjunctuurenquête Nederland; kerncijfers	https://opendata.cbs.nl/ODataApi/OData/84343NED	5913	27
196	196	82437NED	Conjunctuurenquête Nederland; kwartaal, bedrijfsgrootte	https://opendata.cbs.nl/ODataApi/OData/82437NED	3010	138
197	197	82435NED	Conjunctuurenquête Nederland; kwartaal, bedrijfstakken	https://opendata.cbs.nl/ODataApi/OData/82435NED	10062	137
198	198	81238ned	Conjunctuurenquête Nederland; regio, maand	https://opendata.cbs.nl/ODataApi/OData/81238ned	631856	108
